"Időbélyeg","1. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","2. Az első hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","3. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","4. A második hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","5. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","6. A harmadik hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","7. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","8. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","9. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","10. Hogyan értékelnéd saját régiód nyelvváltozatát – nyelvjárását?","11. Mely helyzetekben használod a saját nyelvváltozatodat – nyelvjárásodat? (Több választ is megjelölhetsz!)","12. Véleményed szerint te ismered a saját régiód nyelvjárását?","13. Szerinted előny vagy hátrány a nyelvjárás ismerete?","14. Mely helyzetekben használsz köznyelvi változatot? (Több választ is megjelölhetsz!)","15. Véleményed szerint beszéled a magyarországi magyar köznyelvet?","16. Szerinted van különbség a Magyarországon és a Szlovákiában használt magyar nyelv között?","17. Tett-e már valaki megjegyzést arra, ahogyan beszéltél?","18. Amennyiben tett már valaki megjegyzést a beszédedre, milyen helyzetben történt? Mit kifogásoltak? ","19. Mi a nemed?","20. Mi a nemzetiséged?","21. Mi az anyanyelved?","22. Melyik településen élsz?","23. Milyen típusú iskola diákja vagy?","24. Hányadik osztályba jársz?","25. Milyen nyelven zajlik az oktatás az általad látogatott képzésen?","26. Iskola","27. Iskola régiója","28. Lakhely régiója"
"2022/10/20 12:54:51 du. CET","inkább elfogadható","nem","inkább elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","inkább nem elfogadható","inkább nem elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","igen","Iskolában, artikuláció hiánya, néha elengedem magam - nem odaillő kifejezések használata.","lány","magyar","magyar","Nyékvárkony","gimnázium","2.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 12:56:43 du. CET","inkább elfogadható","hasonlít","nem tudom megítélni","hasonlít","nem tudom megítélni","hasonlít","teljesen elfogadható","inkább nem elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","nem értettek valamilyen szavakat","lány","magyar","magyar","Pódafa","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 12:58:11 du. CET","inkább elfogadható","hasonlít","nem tudom megítélni","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","inkább elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","lány","magyar","magyar","Nagyabony","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 12:59:39 du. CET","inkább elfogadható","nem","inkább elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Dunaszerdahely","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:01:05 du. CET","teljesen elfogadható","nem","nem tudom megítélni","nem","teljesen elfogadható","igen","inkább elfogadható","inkább elfogadható","inkább elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","előny","magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Dunaszerdahely","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:03:17 du. CET","teljesen elfogadható","nem","inkább elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","nem tudom megítélni","inkább elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","igen","Főleg a kiejtést. Ha magyarországi magyarokkal beszélek, akkor próbálok rá odafigyelni, hogy szépen beszéljek.","fiú","magyar","magyar","Lakszakállas","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:05:05 du. CET","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","inkább elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","magyarországi magyarokkal;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","igen","Hogy nekik is más a nyelvjárásuk, furcsállták. Magyarországon volt amit nem értettek.","lány","magyar","magyar","Nádszeg","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:06:43 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","igen","nem értették a kifejezéseket, amiket használtam","lány","magyar","magyar","Nagymegyer","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:08:18 du. CET","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","talán egy kicsit","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","igen","igen","pl. más nyelvű szavakat használtam","lány","magyar és szlovák","magyar","Dunaszerdahely","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:09:51 du. CET","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal","talán egy kicsit","előny","családi beszélgetésben;baráti beszélgetésben;szlovákiai magyarokkal","szerintem elég jól","igen","igen","Más nyelvű szavakat használtam","lány","magyar","magyar","Dunaszerdahely","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:11:15 du. CET","teljesen elfogadható","hasonlít","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","talán egy kicsit","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","lány","magyar","magyar","Dunaszerdahely","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:12:37 du. CET","inkább nem elfogadható","nem","egyáltalán nem elfogadható","nem","inkább nem elfogadható","hasonlít","teljesen elfogadható","inkább elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","nem","nem","","fiú","magyar","magyar","Dunaszerdahely","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:14:04 du. CET","teljesen elfogadható","nem","teljesen elfogadható","nem","teljesen elfogadható","nem","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","előny","magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","nem","Nem tettek","lány","magyar és szlovák","magyar","Komárom","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:15:20 du. CET","teljesen elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal","igen","igen","nem","","lány","magyar","magyar","Bős","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:16:35 du. CET","teljesen elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal","igen","igen","nem","","lány","magyar","magyar","Dunaszerdahely","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:17:57 du. CET","inkább elfogadható","nem","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","teljesen elfogadható","inkább elfogadható","nem tudom megítélni","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","talán egy kicsit","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Dunaszerdahely","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:19:20 du. CET","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","igen","","fiú","magyar","magyar","Diósfürgepatony","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:20:36 du. CET","inkább elfogadható","nem","nem tudom megítélni","nem","inkább elfogadható","nem","inkább elfogadható","inkább nem elfogadható","nem tudom megítélni","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal","szerintem elég jól","előny","magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Dunaszerdahely","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:22:00 du. CET","nem tudom megítélni","nem","nem tudom megítélni","nem tudom","teljesen elfogadható","hasonlít","nem tudom megítélni","egyáltalán nem elfogadható","inkább nem elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","lány","magyar","magyar","Dunaszerdahely","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:23:22 du. CET","inkább nem elfogadható","nem","inkább nem elfogadható","nem tudom","nem tudom megítélni","hasonlít","inkább nem elfogadható","egyáltalán nem elfogadható","inkább nem elfogadható","inkább nem tetszik","iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","iskolában az órákon;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","lány","magyar","magyar","Dunaszerdahely","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:24:39 du. CET","inkább elfogadható","hasonlít","inkább elfogadható","nem","teljesen elfogadható","igen","inkább elfogadható","inkább elfogadható","inkább elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","előny","családi beszélgetésben;e-mailben, SMS-ben, chaten","inkább nem","igen","nem","","lány","magyar","magyar","Kisudvarnok","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:26:23 du. CET","teljesen elfogadható","nem tudom","inkább elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","nem tudom megítélni","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","talán egy kicsit","előny","családi beszélgetésben;iskolában az órákon;levélben vagy fogalmazás írása közben","talán egy kicsit","igen","nem","","lány","magyar és szlovák","magyar","Nemeshódos","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:28:01 du. CET","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Lakszakállas","gimnázium","2.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:29:32 du. CET","teljesen elfogadható","nem","inkább elfogadható","nem","teljesen elfogadható","hasonlít","inkább elfogadható","inkább nem elfogadható","inkább elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","nem","","lány","magyar","magyar","Nyékvárkony","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:30:54 du. CET","inkább elfogadható","hasonlít","inkább elfogadható","nem","inkább elfogadható","nem","inkább elfogadható","inkább nem elfogadható","inkább nem elfogadható","inkább tetszik","családi beszélgetésben;szlovákiai magyarokkal","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","nem","","lány","magyar","magyar","Bős","gimnázium","1.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:33:10 du. CET","inkább elfogadható","hasonlít","inkább elfogadható","nem tudom","teljesen elfogadható","hasonlít","inkább elfogadható","inkább nem elfogadható","teljesen elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben","talán egy kicsit","előny","iskolában az órákon;levélben vagy fogalmazás írása közben","talán egy kicsit","nem","igen","édesanyám mindig megszólja, ha a ""ma"" helyett ""máma"" mondok v. ha ""azt"" helyett ""aztat""","fiú","magyar","magyar","Gelle","gimnázium","3.","magyar és szlovák nyelven is","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:39:31 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","inkább elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal","igen","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","igen","Magyarországi rokonaink látogatóban voltak nálunk, s mikor az unokatestvéremmel beszélgettem, akkor az egyik említést tett arra, hogy máshogy beszélek, mint ők, amolyan ""tájszólásosan"". Pontosan nem tudta megmondani, hogy mit kifogásol, de gondolom a nyelvjárásomra jellemző í-zésre vagy esetleg arra, hogy ""elharapjuk"" a szavak véhét kifogásolta.","fiú","magyar","magyar","Lúcs","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:42:20 du. CET","teljesen elfogadható","hasonlít","inkább elfogadható","igen","nem tudom megítélni","igen","inkább elfogadható","inkább nem elfogadható","nem tudom megítélni","semleges","baráti beszélgetésben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","családi beszélgetésben;iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","Megjegyzést nem tettek, de ha összehasonlítom a magyarországi köznyelvvel az én beszédstílusommal, akkor észreveszem, hogy az e betűket sokkal nyiltabban ejtem ki. e helyett ¨e-t","lány","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:43:55 du. CET","teljesen elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","inkább nem tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben","szerintem elég jól","nem tudom","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","lány","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:49:24 du. CET","teljesen elfogadható","nem","teljesen elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","nem tudom","semmilyen helyzetben","inkább nem","igen","igen","Magyaroroszági magyarok szólták meg, hogy: ""látszik, hogy szlovák vagy!""","fiú","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:51:51 du. CET","inkább elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","inkább elfogadható","inkább elfogadható","inkább nem elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","inkább nem","igen","igen","Magyarországon tettek megjegyzést arra, hogy -ről toldalékot csak -rű-nek ejtettem.","fiú","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:53:55 du. CET","teljesen elfogadható","nem","teljesen elfogadható","nem tudom","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","nem tudom megítélni","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","igen","Amilyen szót használtam, éppen nem ismerték mert náluk az másként van.","lány","magyar","magyar","Csallóközkürt","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:56:47 du. CET","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","inkább elfogadható","inkább nem tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal","talán egy kicsit","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","Használtam megszokásból olyan szavakat, amit csak a szlovákiában élő magyarok használnak: pl. ""obúvki"", ""nanuk""","fiú","magyar","magyar","Csiliznyárad","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 1:58:49 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","inkább elfogadható","inkább elfogadható","inkább nem elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","Magyarországon már tettek megjegyzést, mivel véletlenül olyan szavat használtam, amit ők nem értettek.","lány","szlovák","magyar","Szap","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:00:49 du. CET","teljesen elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","inkább nem elfogadható","inkább nem elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","igen","Családunkban rendszeresen megszóljuk, ha valaki túlzottan nyelvjárásban beszélünk.","fiú","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar és szlovák nyelven is","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/10/20 2:02:39 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","nem tudom megítélni","nem tudom megítélni","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben","igen","igen","igen","Nyelvjárást használtam véletlenül Budapesten, és igazából visszakérdezett hogy miért így mondtam.","lány","szlovák","magyar","Lakszakállas","gimnázium","3.","magyar nyelven","Magyar Tanítási Nyelvű Magángimnázium - Dunaszerdahely","Nyugat-Szlovákia","Nyugat-Szlovákia"
